Cancer Type,Source,Pool,Priority,NCT/TrialID,Title,Cancer in Title?,Study Type,Flagged Keyword(s),Phase,Status,Year,Sponsor,Enrollment,Randomized,Outcome text (for cognition check),INCLUDE? (Y/N),Measures cognition? (Y/N),Notes
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT04539574,An Investigational Scan (7T MRI) for the Imaging of Central Nervous System Tumors,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2020,OTHER,50,No,Contrast-to-noise Ratio (CNR) Contrast-to-noise ratio (CNR) refers to the difference in signal intensity between the tumor and surrounding tissue. Higher CNR values indicate better image quality.,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT06408428,Glioma Intraoperative MicroElectroCorticoGraphy,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,NOT_YET_RECRUITING,2025,OTHER_GOV,50,No,Safety of PEDOT:PSS microECoGs use Assessment of the safety of PEDOT:PSS microECoGs use by assessing the rate of serious adverse events associated with their use during glioma surgery | Quality of PEDOT:PSS microECoGs recordings Quality of PEDOT:PSS microECoGs recordings assessment by signal-to-nois,Yes,No,Measures cognition? (Y/N)
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT00003535,Antineoplaston Therapy in Treating Children With Recurrent or Refractory High-Grade Glioma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,TERMINATED,1994,OTHER,9,No,"Number of Participants With Objective Response Objective response rate per Response Assessment in Neuro-Oncology (RANO) for target lesions and assessed by MRI: Complete Response (CR), disappearance of all disease sustained for at least four weeks; Partial Response (PR), \>=50% decrease in the sum of",Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT05017610,Inducing a Hypothyroxinemic State in Patients With Recurrent Glioblastoma or Gliosarcoma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,EARLY_PHASE1,WITHDRAWN,2021,OTHER,0,No,"Incidence of adverse events Descriptive statistics (e.g., frequency and percentage) for each adverse event/severe adverse event will be tabulated by association and grade. | Overall response rate Will be assessed by Response Assessment in Neuro-Oncology Criteria. Will be summarized with the 2-sided ",Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT00734864,Ph. I Dasatinib/Protracted Temozolomide in Recurrent Malignant Glioma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,WITHDRAWN,2009,OTHER,0,Yes,Toxicity assessed using CTCAE v.3.0  | Progression free and overall survival  | Radiographic response (modified MacDonald Criteria) ,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT05077735,"Stereotactic Biopsy Split-Course Radiation Therapy in Diffuse Midline Glioma, SPORT-DMG Trial",Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,RECRUITING,2021,OTHER,32,No,Time to progression Defined as the time from date of diagnosis to the date of radiographic or clinical progression following second course of hypofractionated radiation therapy. | Overall Survival (OS) at 10 months OS is defined as the time from date of study registration until death due to any caus,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT01018329,Magnetic Resonance Imaging in Evaluating Response to RadiationTherapy in Patients With High Grade Glioma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2009,OTHER,10,No,Early brain tumor response  | Early therapeutic-induced changes in normal surrounding brain ,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT06563024,18F-FET PET/CT in the Management of Glioma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2020,OTHER,36,No,"Overall survival Overall survival is measured from the date of diagnosis to the date of death, or censored at last follow-up date.",Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT07376304,Intraoperative Ultrasound for Brain Tumor Surgery Enhanced by AI,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,NOT_YET_RECRUITING,2026,OTHER,100,No,Diagnostic performance of BrainUS-AI for residual tumor detection at end of resection Residual tumor presence/absence will be determined by the BrainUS-AI segmentation overlay during the final intraoperative ultrasound acquisition (when the surgeon considers the resection complete). This binary clas,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT07539441,A Study of Mirdametinib in People With Central Nervous System Tumors,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1/PHASE2,RECRUITING,2026,OTHER,26,Yes,Best overall neurologic response rate To determine the best overall neurologic response rate,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT00003616,Irinotecan in Treating Patients With Progressive or Recurrent Malignant Glioma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1/PHASE2,COMPLETED,1998,OTHER,,No,,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT01285414,"Verubulin, Radiation Therapy, and Temozolomide to Treat Patients With Newly Diagnosed Glioblastoma Multiforme",Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2010,INDUSTRY,5,Yes,"Part A: Safety Assess the number and percentage of subjects with adverse events, abnormal laboratory parameters, and ECG changes as measures of safety and tolerability. | Part B: 9 Mo Progression-free survival  | Part A: Pharmacokinetic Parameters Measure the amount of verubulin in the body at speci",Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT06598787,A Study of BL-B01D1 in Patients With Recurrent Glioblastoma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,RECRUITING,2024,INDUSTRY,20,No,"Objective response rate (ORR) ORR is defined as the percentage of participants, who has a CR (disappearance of all target lesions) or PR (at least a 30% decrease in the sum of diameters of target lesions). The percentage of participants who experiences a confirmed CR or PR is according to RECIST 1.1",Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT01445119,A Phase I Trial of Enzastaurin (LY317615) in Combination With Carboplatin in Adults With Recurrent Gliomas,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,COMPLETED,2007,INDUSTRY,58,No,To establish the maximally tolerated dose of enzastaurin in combination with carboplatin in patients with refractory primary brain tumors not on any enzyme-inducing anti-epileptic drugs (EIAED) and for patients on EIAEDs.  | To obtain exploratory data regarding the relationship between clinical outc,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT04109209,Psychological Intervention For Brain Tumor Caregivers,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2019,OTHER,120,Yes,"Anxiety symptoms We will compare anxiety symptoms using the Anxiety Subscale of the Hospital Anxiety and Depression Scale (HADS-A) between the intervention and usual care group. The HADS-A is a 7-item subscale with scores ranging from 0 to 21, with higher scores indicating higher levels of anxiety. ",Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT02991456,Rolapitant as an Antiemetic in Malignant Glioma Patients Receiving Radiotherapy and Temozolomide,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2017,OTHER,48,Yes,Complete Response (CR) Rate as Measured by Antiemesis Tool (MAT) The Complete Response rate is defined as the proportion of participants with no emetic episode or the use of rescue medication during the first two weeks of radiation therapy and concomitant Temozolomide. The Complete Response rate wil,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT00200161,Temozolomide & RT Followed by Dose Dense vs Temozolomide & Retinoic Acid in Pts w/Glioblastoma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2005,OTHER,127,Yes,12 Month Overall Survival of Patients With Newly Diagnosed Glioblastoma Multiforme Treated With Concurrent Temozolomide and Radiotherapy Followed by Dose Dense or Metronomic Dosing of Temozolomide and Maintenance Cis-retinoic Acid.  | Progression Free Survival at 6 Months  | Prognostic Impact of Met,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT00003101,Combination Chemotherapy and Bone Marrow Transplantation or Peripheral Stem Cell Transplantation in Treating Patients With Oligodendroglioma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,1997,OTHER,60,No,,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT00005826,Nitrocamptothecin in Treating Patients With Glioblastoma Multiforme,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2000,NETWORK,17,No,,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT01317212,Dose-Escalation Study of Carboplatin Administration Into the Brain for Glioblastoma Multiforme,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,WITHDRAWN,2015,OTHER,0,No,Maximum tolerated infusion concentration  | Complications/side-effects/tolerability/toxicity (As defined by Eastern Cooperative Oncology Group criteria) of treatment.  | Serial quality of life measurements at 3-month intervals.  | Progression-free survival (PFS) based on serial MRI scans at 3-month ,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT05182905,AZD1390 in Recurrent and Newly Diagnosed WHO Grade 4 Glioma Patients,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,EARLY_PHASE1,ACTIVE_NOT_RECRUITING,2022,OTHER,97,Yes,"Phase 0: The relative pharmacokinetics (PK) of AZD1390 in tumor tissue from Grade 4 glioma participants treated with AZD1390 For PK analysis, total and unbound AZD1390 concentration in Gd-enhancing and Gd-non-enhancing tumor tissue. | Phase 1b: Examine the rate of 6-month progression-free survival g",Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT03681028,Feasibility of Individualized Therapy for Recurrent Glioblastoma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,COMPLETED,2018,OTHER,30,No,Percentage of patients who have successfully initiated therapy Feasibility of implementing a truly personalized tumor treatment drug regimen for patients with surgically resectable recurrent glioblastoma is defined as the percentage of patients who have successfully initiated therapy based on their ,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT03119064,BrUOG 329 Onivyde & Metronomic Temozolomide in Recurrent Glioblastoma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1/PHASE2,TERMINATED,2017,OTHER,12,Yes,Determination of Maximum Tolerated Dose (MTD) To evaluate the maximum tolerated dose of nanoliposomal irinotecan with continuous low-dose temozolomide for patients with recurrent glioblastoma. | Response Per Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.0) for target lesions and a,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT00516282,VNP40101M and Temozolomide in Treating Patients With Progressive or Relapsed Malignant Glioma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,TERMINATED,2007,OTHER,14,No,MTD of CLORETAZINE To determine the MTD of CLORETAZINE when administered with Temodar® in patients with malignant gliomas in first or second relapse | Progression-free survival rate To determine the 6 and 12 month progression-free survival rate. | Toxicities of CLORETAZINE when administered with Tem,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT02029573,Efficacy and Safety of Atorvastatin in Combination With Radiotherapy and Temozolomide in Glioblastoma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2014,OTHER_GOV,36,No,Progression free survival at 6 months (PFS-6) All efficacy determinations will be based on the Response Assessment in Neuro-Oncology (RANO) response criteria (Wen 2010) | Progression free survival Progression free survival defined as the time the patient enters the study until first progression or d,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT07481721,IL13Rα2 CAR-T Cells Secreting Anti-PD-L1 Antibody for Recurrent Malignant Glioma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,NOT_YET_RECRUITING,2026,OTHER,24,No,"Incidence of Grade 3 or Higher Treatment-Related Adverse Events Incidence of Grade 3 or higher treatment-related adverse events after infusion of IL13Rα2 CAR-T cells secreting anti-PD-L1 antibody, including serious adverse events. Adverse event severity will be graded according to CTCAE version 5.0.",Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT06829173,Concurrent XRD-0394 With Radiation Therapy for High Grade Gliomas,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,EARLY_PHASE1,RECRUITING,2025,OTHER,39,Yes,"Number of Participants who Experience Dose-Limiting Toxicities (DLTs) Assessed among patients who receive at least one dose of the study drug and are evaluated for dose-limiting toxicities (DLTs). | Progression-Free Survival (PFS) Assessed among Cohorts A, B, and C only. Defined as the time from the",Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT06412952,68Ga-NOTA-RM26 PET/CT in Glioma Patients,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,EARLY_PHASE1,UNKNOWN,2022,OTHER,30,No,SUVmax SUVmax of focal lesions are measured on 68Ga-RM26 PET/CT.,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT01089101,Selumetinib in Treating Young Patients With Recurrent or Refractory Low Grade Glioma,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1/PHASE2,ACTIVE_NOT_RECRUITING,2010,NIH,217,No,Maximum tolerated dose and recommended phase 2 dose of selumetinib determined by dose-limiting toxicities (phase I) Toxicities will be graded according to the National Cancer Institute Common Terminology Criteria for Adverse Events version 5.0. | Stratum-specific objective response (complete respons,Yes,No,
CNS,ClinicalTrials.gov,negative,Easy - both flags green,NCT04197934,"WSD0922-FU for the Treatment of Glioblastoma, Anaplastic Astrocytoma, or Non-small Cell Lung Cancer With Central Nervous System Metastases",Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,ACTIVE_NOT_RECRUITING,2019,OTHER,56,Yes,"Recommended phase 2 dose The RP2D is either the maximum tolerated dose (MTD) or the highest dose tested (in the case that none of the doses are deemed higher than the MTD), whichever is higher. | Incidence of adverse events Assessed using the National Cancer Institute (NCI) Common Terminology Criter",Yes,No,
